ID	INDIVIDUAL_ID	PLATE_ID	WELL_ID	DATE	REGION	REEF	ZONING	Ysite	Xsite	Yind	Xind	SPECIES	LIFE_STAGE	FL	TL
Plec28_B08	P.Ad-01448	Plec_28	B08	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	430
Plec28_B09	P.Ad-01449	Plec_28	B09	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	550
Plec28_B10	P.Ad-01450	Plec_28	B10	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	680
Plec28_B11	P.Ad-01451	Plec_28	B11	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	700
Plec23_A10	P.Ad-01452	Plec_23	A10	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	600
Plec28_B12	P.Ad-01453	Plec_28	B12	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	600
Plec23_A11	P.Ad-01454	Plec_23	A11	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	550
Plec28_C01	P.Ad-01455	Plec_28	C01	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	560
Plec23_A12	P.Ad-01456	Plec_23	A12	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	550
Plec28_C02	P.Ad-01457	Plec_28	C02	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	450
Plec28_C03	P.Ad-01458	Plec_28	C03	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.188	150.98	P. maculatus	Adult	NA	450
Plec28_C04	P.Ad-01459	Plec_28	C04	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	500
Plec28_C05	P.Ad-01460	Plec_28	C05	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	420
Plec28_C06	P.Ad-01461	Plec_28	C06	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	540
Plec23_B01	P.Ad-01462	Plec_23	B01	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	500
Plec23_B02	P.Ad-01463	Plec_23	B02	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	550
Plec23_B03	P.Ad-01464	Plec_23	B03	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	600
Plec23_B04	P.Ad-01465	Plec_23	B04	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	600
Plec23_B05	P.Ad-01466	Plec_23	B05	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	420
Plec28_C07	P.Ad-01467	Plec_28	C07	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	550
Plec28_C08	P.Ad-01468	Plec_28	C08	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	440
Plec28_C09	P.Ad-01470	Plec_28	C09	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	600
Plec28_C10	P.Ad-01471	Plec_28	C10	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	500
Plec28_C11	P.Ad-01472	Plec_28	C11	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	750
Plec28_C12	P.Ad-01473	Plec_28	C12	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	500
Plec23_B06	P.Ad-01474	Plec_23	B06	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	480
Plec23_B07	P.Ad-01475	Plec_23	B07	20/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1873	150.9774	P. maculatus	Adult	NA	480
Plec23_B08	P.Ad-01476	Plec_23	B08	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	420
Plec28_D01	P.Ad-01477	Plec_28	D01	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	420
Plec23_B09	P.Ad-01478	Plec_23	B09	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	520
Plec28_D02	P.Ad-01479	Plec_28	D02	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	460
Plec28_D03	P.Ad-01480	Plec_28	D03	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	400
Plec23_B10	P.Ad-01481	Plec_23	B10	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	450
Plec23_B11	P.Ad-01482	Plec_23	B11	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	650
Plec23_B12	P.Ad-01483	Plec_23	B12	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	440
Plec23_C01	P.Ad-01484	Plec_23	C01	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	440
Plec23_C02	P.Ad-01485	Plec_23	C02	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	480
Plec23_C03	P.Ad-01486	Plec_23	C03	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	460
Plec23_C04	P.Ad-01487	Plec_23	C04	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	500
Plec23_C05	P.Ad-01488	Plec_23	C05	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	480
Plec23_C06	P.Ad-01489	Plec_23	C06	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	650
Plec23_C07	P.Ad-01490	Plec_23	C07	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	470
Plec23_C08	P.Ad-01491	Plec_23	C08	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	500
Plec23_C09	P.Ad-01492	Plec_23	C09	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	500
Plec28_D04	P.Ad-01493	Plec_28	D04	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	470
Plec23_C10	P.Ad-01494	Plec_23	C10	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	500
Plec23_C11	P.Ad-01495	Plec_23	C11	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	500
Plec28_D05	P.Ad-01496	Plec_28	D05	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	450
Plec23_D01	P.Ad-01498	Plec_23	D01	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	450
Plec23_D02	P.Ad-01499	Plec_23	D02	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	400
Plec23_D03	P.Ad-01500	Plec_23	D03	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	450
Plec23_D04	P.Ad-01501	Plec_23	D04	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	550
Plec28_D06	P.Ad-01502	Plec_28	D06	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	400
Plec23_D05	P.Ad-01503	Plec_23	D05	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	450
Plec28_D07	P.Ad-01504	Plec_28	D07	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	380
Plec28_D08	P.Ad-01505	Plec_28	D08	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	750
Plec23_D06	P.Ad-01506	Plec_23	D06	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	550
Plec28_D09	P.Ad-01507	Plec_28	D09	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	450
Plec23_D07	P.Ad-01508	Plec_23	D07	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	500
Plec23_D08	P.Ad-01509	Plec_23	D08	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1915	150.985	P. maculatus	Adult	NA	400
Plec23_D09	P.Ad-01510	Plec_23	D09	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	500
Plec23_D10	P.Ad-01511	Plec_23	D10	21/05/12	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1877	150.9788	P. maculatus	Adult	NA	450
Plec23_D11	P.Ad-01512	Plec_23	D11	22/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1985	150.9702	P. maculatus	Adult	NA	400
Plec23_D12	P.Ad-01513	Plec_23	D12	22/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1985	150.9702	P. maculatus	Adult	NA	440
Plec23_E01	P.Ad-01514	Plec_23	E01	22/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1985	150.9702	P. maculatus	Adult	NA	380
Plec23_E02	P.Ad-01515	Plec_23	E02	22/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1985	150.9702	P. maculatus	Adult	NA	380
Plec31_H07	P.Ad-01516	Plec_31	H07	22/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1985	150.9702	P. maculatus	Adult	NA	430
Plec31_H08	P.Ad-01517	Plec_31	H08	22/05/12	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1985	150.9702	P. maculatus	Adult	NA	300
Plec23_E03	P.Ad-01518	Plec_23	E03	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	520
Plec31_H09	P.Ad-01519	Plec_31	H09	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	530
Plec23_E04	P.Ad-01520	Plec_23	E04	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	500
Plec23_E05	P.Ad-01521	Plec_23	E05	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	500
Plec23_E06	P.Ad-01522	Plec_23	E06	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	450
Plec28_D10	P.Ad-01523	Plec_28	D10	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	500
Plec23_E07	P.Ad-01524	Plec_23	E07	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	550
Plec28_D11	P.Ad-01525	Plec_28	D11	22/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	600
Plec31_H10	P.Ad-01526	Plec_31	H10	23/05/12	Keppel Islands	Big Peninsula	HPZ	-23.15	150.98	-23.15	150.9743	P. maculatus	Adult	NA	470
Plec31_H11	P.Ad-01527	Plec_31	H11	23/05/12	Keppel Islands	Big Peninsula	HPZ	-23.15	150.98	-23.15	150.9743	P. maculatus	Adult	NA	460
Plec28_D12	P.Ad-01528	Plec_28	D12	23/05/12	Keppel Islands	Big Peninsula	HPZ	-23.15	150.98	-23.15	150.9743	P. maculatus	Adult	NA	550
Plec23_E08	P.Ad-01529	Plec_23	E08	23/05/12	Keppel Islands	Big Peninsula	HPZ	-23.15	150.98	-23.15	150.9743	P. maculatus	Adult	NA	650
Plec23_E09	P.Ad-01530	Plec_23	E09	23/05/12	Keppel Islands	Big Peninsula	HPZ	-23.15	150.98	-23.15	150.9743	P. maculatus	Adult	NA	560
Plec23_E10	P.Ad-01531	Plec_23	E10	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	420
Plec23_E11	P.Ad-01532	Plec_23	E11	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	500
Plec28_E01	P.Ad-01533	Plec_28	E01	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	440
Plec23_E12	P.Ad-01534	Plec_23	E12	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	460
Plec23_F01	P.Ad-01535	Plec_23	F01	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	400
Plec23_F02	P.Ad-01536	Plec_23	F02	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	420
Plec28_E02	P.Ad-01537	Plec_28	E02	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	480
Plec23_F03	P.Ad-01538	Plec_23	F03	23/05/12	Keppel Islands	Passage Rocks	HPZ	-23.17	150.93	-23.1693	150.93	P. maculatus	Adult	NA	750
Plec28_E03	P.Ad-01539	Plec_28	E03	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	560
Plec23_F05	P.Ad-01541	Plec_23	F05	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	420
Plec23_F06	P.Ad-01543	Plec_23	F06	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	560
Plec23_F07	P.Ad-01544	Plec_23	F07	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_F08	P.Ad-01546	Plec_23	F08	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec23_F09	P.Ad-01547	Plec_23	F09	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	580
Plec23_F10	P.Ad-01548	Plec_23	F10	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	440
Plec23_F11	P.Ad-01549	Plec_23	F11	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	680
Plec23_F12	P.Ad-01550	Plec_23	F12	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	500
Plec23_G01	P.Ad-01551	Plec_23	G01	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	540
Plec23_G02	P.Ad-01552	Plec_23	G02	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	460
Plec23_G03	P.Ad-01553	Plec_23	G03	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	700
Plec23_G04	P.Ad-01554	Plec_23	G04	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	600
Plec23_G05	P.Ad-01555	Plec_23	G05	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_G06	P.Ad-01556	Plec_23	G06	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec23_G07	P.Ad-01557	Plec_23	G07	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_G08	P.Ad-01558	Plec_23	G08	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	500
Plec28_E06	P.Ad-01559	Plec_28	E06	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_G09	P.Ad-01560	Plec_23	G09	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec23_G10	P.Ad-01561	Plec_23	G10	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	600
Plec28_E07	P.Ad-01562	Plec_28	E07	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	500
Plec23_G11	P.Ad-01563	Plec_23	G11	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_G12	P.Ad-01564	Plec_23	G12	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_H02	P.Ad-01566	Plec_23	H02	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_H04	P.Ad-01568	Plec_23	H04	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	700
Plec23_H05	P.Ad-01569	Plec_23	H05	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_H06	P.Ad-01571	Plec_23	H06	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_H07	P.Ad-01572	Plec_23	H07	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec28_E09	P.Ad-01573	Plec_28	E09	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec28_E11	P.Ad-01576	Plec_28	E11	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_H08	P.Ad-01577	Plec_23	H08	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	600
Plec23_H09	P.Ad-01578	Plec_23	H09	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	500
Plec28_E12	P.Ad-01579	Plec_28	E12	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec23_H10	P.Ad-01580	Plec_23	H10	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	440
Plec23_H11	P.Ad-01581	Plec_23	H11	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	480
Plec24_A01	P.Ad-01582	Plec_24	A01	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec24_A02	P.Ad-01583	Plec_24	A02	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec24_A03	P.Ad-01584	Plec_24	A03	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec24_A04	P.Ad-01585	Plec_24	A04	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	500
Plec24_A06	P.Ad-01589	Plec_24	A06	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	570
Plec24_A07	P.Ad-01590	Plec_24	A07	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	450
Plec24_A08	P.Ad-01591	Plec_24	A08	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec24_A09	P.Ad-01592	Plec_24	A09	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	550
Plec28_F03	P.Ad-01593	Plec_28	F03	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	580
Plec24_A10	P.Ad-01594	Plec_24	A10	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	700
Plec24_A11	P.Ad-01595	Plec_24	A11	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec24_A12	P.Ad-01596	Plec_24	A12	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	600
Plec24_B01	P.Ad-01597	Plec_24	B01	25/05/12	Keppel Islands	Egg Rock	MPZ	-23.2	151.1	-23.2	151.1	P. maculatus	Adult	NA	650
Plec24_B02	P.Ad-01598	Plec_24	B02	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	460
Plec24_B03	P.Ad-01599	Plec_24	B03	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	400
Plec24_B04	P.Ad-01600	Plec_24	B04	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	520
Plec24_B05	P.Ad-01601	Plec_24	B05	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	400
Plec28_F04	P.Ad-01602	Plec_28	F04	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	480
Plec24_B06	P.Ad-01603	Plec_24	B06	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	450
Plec24_B07	P.Ad-01604	Plec_24	B07	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	500
Plec24_B08	P.Ad-01605	Plec_24	B08	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	450
Plec24_B09	P.Ad-01606	Plec_24	B09	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	450
Plec28_F05	P.Ad-01607	Plec_28	F05	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	450
Plec24_B11	P.Ad-01610	Plec_24	B11	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	550
Plec28_F07	P.Ad-01611	Plec_28	F07	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	550
Plec24_B12	P.Ad-01612	Plec_24	B12	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	500
Plec24_C01	P.Ad-01613	Plec_24	C01	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	500
Plec24_C02	P.Ad-01614	Plec_24	C02	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	500
Plec46_A02	P.Ad-01615	Plec_46	A02	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	600
Plec28_F08	P.Ad-01616	Plec_28	F08	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	600
Plec24_C04	P.Ad-01618	Plec_24	C04	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	550
Plec24_C05	P.Ad-01619	Plec_24	C05	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	520
Plec28_F09	P.Ad-01620	Plec_28	F09	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	460
Plec24_C06	P.Ad-01621	Plec_24	C06	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	500
Plec24_C07	P.Ad-01622	Plec_24	C07	26/05/12	Keppel Islands	Halfway Green	MPZ	-23.2	150.97	-23.1985	150.9729	P. maculatus	Adult	NA	440
