ID	INDIVIDUAL_ID	PLATE_ID	WELL_ID	DATE	REGION	REEF	ZONING	Ysite	Xsite	Yind	Xind	SPECIES	LIFE_STAGE	FL	TL
Plec08_G05	PM_173	Plec_08	G05	9/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19888	150.97077	Plectropomus spp.	Juvenile	85	87
Plec09_F04	PM_265	Plec_09	F04	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	85	88
Plec10_A03	PM_300	Plec_10	A03	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	85	88
Plec07_F05	PM_065	Plec_07	F05	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08803	150.90362	Plectropomus spp.	Juvenile	86	90
Plec09_C12	PM_237	Plec_09	C12	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19863	150.96968	Plectropomus spp.	Juvenile	86	90
Plec09_F07	PM_268	Plec_09	F07	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	86	92
Plec08_B06	PM_114	Plec_08	B06	4/05/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21332	150.96442	Plectropomus spp.	Juvenile	87	91
Plec09_E01	PM_250	Plec_09	E01	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	87	90
Plec09_E04	PM_253	Plec_09	E04	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	87	89
Plec09_A01	PM_202	Plec_09	A01	19/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.17057	150.9197	Plectropomus spp.	Juvenile	88	90
Plec09_F01	PM_262	Plec_09	F01	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	88	89
Plec10_F09	PM_366	Plec_10	F09	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1869	150.98122	Plectropomus spp.	Juvenile	88	90
Plec07_E07	PM_055	Plec_07	E07	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19778	150.9699	Plectropomus spp.	Juvenile	89	92
Plec07_H01	PM_085	Plec_07	H01	3/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19857	150.96742	Plectropomus spp.	Juvenile	89	93
Plec08_G10	PM_178	Plec_08	G10	10/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19965	150.96867	Plectropomus spp.	Juvenile	89	93
Plec09_A02	PM_203	Plec_09	A02	19/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.17057	150.9197	Plectropomus spp.	Juvenile	89	92
Plec10_B02	PM_311	Plec_10	B02	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08358	150.90152	Plectropomus spp.	Juvenile	89	91
Plec07_A11	PM_011	Plec_07	A11	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21022	150.96792	Plectropomus spp.	Juvenile	90	95
Plec07_B04	PM_016	Plec_07	B04	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21087	150.96753	Plectropomus spp.	Juvenile	90	95
Plec09_C02	PM_227	Plec_09	C02	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	90	94
Plec09_D04	PM_241	Plec_09	D04	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19863	150.96968	Plectropomus spp.	Juvenile	90	93
Plec09_G10	PM_283	Plec_09	G10	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	90	95
Plec11_D08	PM_437	Plec_11	D08	26/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16987	150.92062	Plectropomus spp.	Juvenile	90	94
Plec08_H05	PM_185	Plec_08	H05	10/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19802	150.96812	Plectropomus spp.	Juvenile	91	95
Plec10_A12	PM_309	Plec_10	A12	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	91	96
Plec09_B05	PM_218	Plec_09	B05	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	92	95
Plec09_F05	PM_266	Plec_09	F05	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	92	95
Plec10_B05	PM_314	Plec_10	B05	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08358	150.90152	Plectropomus spp.	Juvenile	92	96
Plec07_D07	PM_043	Plec_07	D07	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19865	150.96718	Plectropomus spp.	Juvenile	93	95
Plec08_G12	PM_180	Plec_08	G12	10/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19965	150.96867	Plectropomus spp.	Juvenile	93	97
Plec09_G04	PM_277	Plec_09	G04	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	93	99
Plec10_B10	PM_319	Plec_10	B10	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08358	150.90152	Plectropomus spp.	Juvenile	93	96
Plec06_A03	PM_195	Plec_06	A03	12/05/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.17095	150.92433	Plectropomus spp.	Juvenile	94	97
Plec08_B09	PM_117	Plec_08	B09	4/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1979	150.96665	Plectropomus spp.	Juvenile	94	99
Plec06_B11	PM_509	Plec_06	B11	3/03/09	Keppel Islands	Corroboree Is	HPZ	-23.05	150.89	-23.04997	150.8846	Plectropomus spp.	Juvenile	95	98
Plec07_C11	PM_035	Plec_07	C11	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19773	150.96932	Plectropomus spp.	Juvenile	95	99
Plec07_H05	PM_089	Plec_07	H05	3/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19857	150.96742	Plectropomus spp.	Juvenile	95	101
Plec08_B02	PM_110	Plec_08	B02	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18787	150.98318	Plectropomus spp.	Juvenile	95	99
Plec08_B05	PM_113	Plec_08	B05	4/05/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21332	150.96442	Plectropomus spp.	Juvenile	95	100
Plec08_D12	PM_144	Plec_08	D12	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	95	99
Plec08_F10	PM_166	Plec_08	F10	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.89227	Plectropomus spp.	Juvenile	95	99
Plec08_F11	PM_167	Plec_08	F11	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.89227	Plectropomus spp.	Juvenile	96	100
Plec10_A04	PM_301	Plec_10	A04	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	96	100
Plec07_A05	PM_005	Plec_07	A05	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2109	150.96748	Plectropomus spp.	Juvenile	97	102
Plec07_A08	PM_008	Plec_07	A08	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21022	150.96792	Plectropomus spp.	Juvenile	97	101
Plec07_D10	PM_046	Plec_07	D10	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19865	150.96718	Plectropomus spp.	Juvenile	97	100
Plec07_F03	PM_063	Plec_07	F03	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0847	150.90417	Plectropomus spp.	Juvenile	97	101
Plec08_G11	PM_179	Plec_08	G11	10/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19965	150.96867	Plectropomus spp.	Juvenile	97	102
Plec09_B09	PM_222	Plec_09	B09	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	97	101
Plec07_A04	PM_004	Plec_07	A04	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2109	150.96748	Plectropomus spp.	Juvenile	98	103
Plec07_C04	PM_028	Plec_07	C04	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19728	150.9693	Plectropomus spp.	Juvenile	98	104
Plec08_B12	PM_120	Plec_08	B12	4/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1979	150.96665	Plectropomus spp.	Juvenile	98	102
Plec09_A09	PM_210	Plec_09	A09	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	98	102
Plec09_G08	PM_281	Plec_09	G08	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	99	107
Plec10_A07	PM_304	Plec_10	A07	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	99	107
Plec10_G05	PM_374	Plec_10	G05	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1869	150.98122	Plectropomus spp.	Juvenile	99	102
Plec10_H10	PM_391	Plec_10	H10	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18627	150.97675	Plectropomus spp.	Juvenile	99	105
Plec07_D02	PM_038	Plec_07	D02	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19773	150.96932	Plectropomus spp.	Juvenile	100	104
Plec07_E10	PM_058	Plec_07	E10	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08447	150.90368	Plectropomus spp.	Juvenile	100	104
Plec07_F02	PM_062	Plec_07	F02	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0847	150.90417	Plectropomus spp.	Juvenile	100	105
Plec07_G09	PM_081	Plec_07	G09	3/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19857	150.96742	Plectropomus spp.	Juvenile	100	104
Plec07_H07	PM_091	Plec_07	H07	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	100	104
Plec08_G06	PM_174	Plec_08	G06	9/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19888	150.97077	Plectropomus spp.	Juvenile	100	104
Plec08_H09	PM_189	Plec_08	H09	11/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.2125	150.96783	Plectropomus spp.	Juvenile	100	106
Plec09_D12	PM_249	Plec_09	D12	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	100	104
Plec09_E05	PM_254	Plec_09	E05	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	100	104
Plec09_G09	PM_282	Plec_09	G09	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	100	106
Plec10_G03	PM_372	Plec_10	G03	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1869	150.98122	Plectropomus spp.	Juvenile	100	105
Plec10_H11	PM_392	Plec_10	H11	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18627	150.97675	Plectropomus spp.	Juvenile	100	104
Plec08_C04	PM_124	Plec_08	C04	5/05/08	Keppel Islands	Miall Is	HPZ	-23.15	150.9	-23.1548	150.9034	Plectropomus spp.	Juvenile	101	106
Plec08_D07	PM_139	Plec_08	D07	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08373	150.89655	Plectropomus spp.	Juvenile	101	104
Plec08_F09	PM_165	Plec_08	F09	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.89227	Plectropomus spp.	Juvenile	101	105
Plec10_H08	PM_389	Plec_10	H08	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18627	150.97675	Plectropomus spp.	Juvenile	101	105
Plec07_A10	PM_010	Plec_07	A10	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21022	150.96792	Plectropomus spp.	Juvenile	102	107
Plec07_C05	PM_029	Plec_07	C05	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19728	150.9693	Plectropomus spp.	Juvenile	102	106
Plec08_F01	PM_157	Plec_08	F01	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	102	107
Plec09_A07	PM_208	Plec_09	A07	19/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.17057	150.9197	Plectropomus spp.	Juvenile	102	106
Plec09_A08	PM_209	Plec_09	A08	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	102	107
Plec09_B03	PM_216	Plec_09	B03	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	102	107
Plec09_B12	PM_225	Plec_09	B12	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	102	105
Plec09_F06	PM_267	Plec_09	F06	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	102	110
Plec09_F10	PM_271	Plec_09	F10	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	102	107
Plec07_C09	PM_033	Plec_07	C09	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19773	150.96932	Plectropomus spp.	Juvenile	103	107
Plec07_D01	PM_037	Plec_07	D01	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19773	150.96932	Plectropomus spp.	Juvenile	103	106
Plec07_E03	PM_051	Plec_07	E03	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19865	150.96718	Plectropomus spp.	Juvenile	103	106
Plec09_B08	PM_221	Plec_09	B08	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	103	107
Plec09_D07	PM_244	Plec_09	D07	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	103	108
Plec09_E11	PM_260	Plec_09	E11	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	103	110
Plec09_F02	PM_263	Plec_09	F02	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	103	110
Plec10_A01	PM_298	Plec_10	A01	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	103	106
Plec11_F09	PM_468	Plec_11	F09	28/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18738	150.9825	Plectropomus spp.	Juvenile	103	107
Plec07_E11	PM_059	Plec_07	E11	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08447	150.90368	Plectropomus spp.	Juvenile	104	108
Plec08_A04	PM_100	Plec_08	A04	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	104	108
Plec08_A09	PM_105	Plec_08	A09	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18787	150.98318	Plectropomus spp.	Juvenile	104	110
Plec08_B10	PM_118	Plec_08	B10	4/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1979	150.96665	Plectropomus spp.	Juvenile	104	109
Plec08_D08	PM_140	Plec_08	D08	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08373	150.89655	Plectropomus spp.	Juvenile	104	107
Plec08_H03	PM_183	Plec_08	H03	10/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19802	150.96812	Plectropomus spp.	Juvenile	104	108
Plec10_A02	PM_299	Plec_10	A02	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	104	109
Plec07_F10	PM_070	Plec_07	F10	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08488	150.88905	Plectropomus spp.	Juvenile	105	109
Plec08_D10	PM_142	Plec_08	D10	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	105	109
Plec09_C03	PM_228	Plec_09	C03	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	105	110
Plec07_E08	PM_056	Plec_07	E08	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19778	150.9699	Plectropomus spp.	Juvenile	106	111
Plec07_G06	PM_078	Plec_07	G06	3/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19857	150.96742	Plectropomus spp.	Juvenile	106	112
Plec08_E05	PM_149	Plec_08	E05	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	106	111
Plec10_F06	PM_363	Plec_10	F06	22/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1869	150.98122	Plectropomus spp.	Juvenile	106	110
Plec06_A06	PM_198	Plec_06	A06	12/05/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16637	150.92293	Plectropomus spp.	Juvenile	107	112
Plec07_B01	PM_013	Plec_07	B01	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21087	150.96753	Plectropomus spp.	Juvenile	107	111
Plec07_E05	PM_053	Plec_07	E05	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19865	150.96718	Plectropomus spp.	Juvenile	107	112
Plec07_F09	PM_069	Plec_07	F09	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08488	150.88905	Plectropomus spp.	Juvenile	107	110
Plec08_A10	PM_106	Plec_08	A10	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18787	150.98318	Plectropomus spp.	Juvenile	107	112
Plec08_H08	PM_188	Plec_08	H08	11/05/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2125	150.96783	Plectropomus spp.	Juvenile	107	112
Plec09_E03	PM_252	Plec_09	E03	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	107	113
Plec07_A03	PM_003	Plec_07	A03	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2109	150.96748	Plectropomus spp.	Juvenile	108	113
Plec07_C12	PM_036	Plec_07	C12	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19773	150.96932	Plectropomus spp.	Juvenile	108	111
Plec07_E02	PM_050	Plec_07	E02	1/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19865	150.96718	Plectropomus spp.	Juvenile	108	111
Plec09_G05	PM_278	Plec_09	G05	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	108	112
Plec11_B07	PM_412	Plec_11	B07	24/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16563	150.91587	Plectropomus spp.	Juvenile	108	112
Plec08_D05	PM_137	Plec_08	D05	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08373	150.89655	Plectropomus spp.	Juvenile	109	114
Plec08_D11	PM_143	Plec_08	D11	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	109	114
Plec09_F09	PM_270	Plec_09	F09	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	109	113
Plec09_H11	PM_296	Plec_09	H11	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08365	150.90135	Plectropomus spp.	Juvenile	109	112
Plec10_E03	PM_348	Plec_10	E03	21/02/09	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08637	150.89495	Plectropomus spp.	Juvenile	109	114
Plec11_G02	PM_473	Plec_11	G02	28/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18738	150.9825	Plectropomus spp.	Juvenile	109	114
Plec08_C02	PM_122	Plec_08	C02	5/05/08	Keppel Islands	Miall Is	HPZ	-23.15	150.9	-23.15352	150.90283	Plectropomus spp.	Juvenile	110	114
Plec08_E01	PM_145	Plec_08	E01	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	111	115
Plec08_G02	PM_170	Plec_08	G02	8/05/08	Keppel Islands	Divided Is	HPZ	-23.3	150.92	-23.30372	150.92332	Plectropomus spp.	Juvenile	111	115
Plec08_H10	PM_190	Plec_08	H10	11/05/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.2125	150.96783	Plectropomus spp.	Juvenile	111	116
Plec06_C01	PM_511	Plec_06	C01	3/03/09	Keppel Islands	Corroboree Is	HPZ	-23.05	150.89	-23.04997	150.8846	Plectropomus spp.	Juvenile	112	118
Plec07_H12	PM_096	Plec_07	H12	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	112	117
Plec08_A03	PM_099	Plec_08	A03	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	112	117
Plec09_A03	PM_204	Plec_09	A03	19/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.17057	150.9197	Plectropomus spp.	Juvenile	112	116
Plec11_D07	PM_436	Plec_11	D07	26/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16875	150.92482	Plectropomus spp.	Juvenile	112	116
Plec07_E09	PM_057	Plec_07	E09	2/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08447	150.90368	Plectropomus spp.	Juvenile	113	115
Plec07_H09	PM_093	Plec_07	H09	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	113	118
Plec08_E11	PM_155	Plec_08	E11	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	113	116
Plec07_H11	PM_095	Plec_07	H11	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	114	118
Plec09_A10	PM_211	Plec_09	A10	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	114	118
Plec09_E06	PM_255	Plec_09	E06	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	114	118
Plec11_B03	PM_408	Plec_11	B03	24/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16563	150.91587	Plectropomus spp.	Juvenile	114	120
Plec07_D05	PM_041	Plec_07	D05	1/05/08	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16853	150.9181	Plectropomus spp.	Juvenile	115	120
Plec08_B08	PM_116	Plec_08	B08	4/05/08	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.1979	150.96665	Plectropomus spp.	Juvenile	115	121
Plec08_C03	PM_123	Plec_08	C03	5/05/08	Keppel Islands	Miall Is	HPZ	-23.15	150.9	-23.15352	150.90283	Plectropomus spp.	Juvenile	115	120
Plec08_E02	PM_146	Plec_08	E02	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.08477	150.89423	Plectropomus spp.	Juvenile	115	120
Plec08_F02	PM_158	Plec_08	F02	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.89227	Plectropomus spp.	Juvenile	115	120
Plec08_F08	PM_164	Plec_08	F08	7/05/08	Keppel Islands	North Keppel Blue	HPZ	-23.09	150.9	-23.0849	150.89227	Plectropomus spp.	Juvenile	115	121
Plec09_B10	PM_223	Plec_09	B10	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19703	150.9682	Plectropomus spp.	Juvenile	115	119
Plec09_E12	PM_261	Plec_09	E12	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19667	150.96915	Plectropomus spp.	Juvenile	116	120
Plec11_B05	PM_410	Plec_11	B05	24/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16563	150.91587	Plectropomus spp.	Juvenile	116	122
Plec11_E07	PM_448	Plec_11	E07	28/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.19107	150.98538	Plectropomus spp.	Juvenile	116	119
Plec11_F08	PM_467	Plec_11	F08	28/02/09	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18738	150.9825	Plectropomus spp.	Juvenile	116	121
Plec07_A09	PM_009	Plec_07	A09	30/04/08	Keppel Islands	Humpy Is	CPZ	-23.21	150.97	-23.21022	150.96792	Plectropomus spp.	Juvenile	117	122
Plec08_A01	PM_097	Plec_08	A01	4/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18648	150.98167	Plectropomus spp.	Juvenile	117	123
Plec09_E07	PM_256	Plec_09	E07	20/02/09	Keppel Islands	Halfway Blue	HPZ	-23.2	150.97	-23.19808	150.98017	Plectropomus spp.	Juvenile	117	121
Plec11_B04	PM_409	Plec_11	B04	24/02/09	Keppel Islands	Middle Is	MPZ	-23.17	150.92	-23.16563	150.91587	Plectropomus spp.	Juvenile	117	122
Plec06_A01	PM_193	Plec_06	A01	11/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.18472	150.97318	Plectropomus spp.	Juvenile	118	126
Plec07_G01	PM_073	Plec_07	G01	3/05/08	Keppel Islands	Clam Bay	MPZ	-23.19	150.98	-23.1857	150.9804	Plectropomus spp.	Juvenile	118	123
